CreditScoreCategory,Industry,Region,ContractType,CollateralValue,LGD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,InterestCoverage,EquipmentAge,LeaseToValue,MaintenanceScore,OperatingMargin
Low,Energy,North,Loan,56800.68,0.6843,-6.39,-0.51,1.94,1.7,6.5,0.7,67.9,0.0404
Low,Manufacturing,West,Loan,61501.74,0.6292,5.54,6.16,1.61,3.46,3.4,0.79,68.7,0.0322
Medium,Manufacturing,East,Lease,45069.52,0.7177,-59.68,-52.66,1.45,2.99,9.3,0.78,81.6,0.1096
Medium,Construction,South,Loan,58794.54,0.6165,-36.37,-20.46,0.84,3.29,5.7,0.83,40.6,0.1647
High,Transportation,East,Lease,68237.92,0.5381,11.59,47.25,1.67,3.92,7.8,0.57,62.3,0.2228
Medium,Manufacturing,East,Loan,27287.36,0.7276,-4.9,-24.52,2.64,3.41,2.8,0.83,91.1,0.1292
High,Energy,North,Loan,48555.72,0.6034,-3.21,27.07,1.72,3.13,7.3,0.75,81.1,0.1927
Low,Energy,North,Loan,55246.21,0.6683,-13.15,9.79,1.48,2.39,6.4,0.67,66.4,0.1314
Low,Manufacturing,West,Loan,49154.6,0.6842,-5.5,15.34,1.57,1.97,5.8,0.63,39.9,0.1605
Low,Transportation,West,Loan,42692.99,0.6867,23.84,19.01,1.79,3.09,2.9,0.61,41.3,0.0992
Low,Energy,East,Lease,70927.76,0.625,2.64,0.61,2.28,1.46,3.6,0.75,43.5,0.117
Medium,Energy,West,Loan,53054.44,0.6267,21.19,-17.07,1.32,4.06,6.3,0.71,52.6,0.1213
Medium,Transportation,East,Lease,39483.12,0.7137,-3.09,-22.35,1.59,1.57,3.6,0.52,56,0.1057
Low,Transportation,South,Lease,64763.45,0.6263,0.39,-9.92,1.5,5.1,3.3,0.67,84.7,0.084
High,Manufacturing,East,Loan,70846.26,0.5258,6.51,37.51,1.27,2.92,4,0.66,48.1,0.138
High,Mining,West,Lease,67111.18,0.5661,10.53,-40.68,1.6,4.71,6,0.82,57.8,0.081
Low,Construction,West,Loan,43765.72,0.7326,-16.95,-9.35,2.27,1.39,7.8,0.73,77.9,0.1217
Low,Mining,East,Loan,44413.82,0.7044,-0.52,-45.44,1.17,5.47,5.8,0.66,71.2,0.0888
Low,Mining,North,Loan,34398.67,0.7563,-13.51,-17.46,1.68,1.37,7.4,0.62,75.8,0.1781
Low,Energy,East,Lease,53809.87,0.6463,30.18,-3.73,1.7,2.92,4.7,0.73,68.6,0.162
Low,Transportation,East,Loan,66478.37,0.6517,-34.48,41.85,1.5,1.04,9.1,0.64,86.8,0.0716
Medium,Energy,North,Lease,58462.72,0.6188,11.72,45.1,1.72,3.03,7.7,0.55,78.9,0.0868
Low,Construction,South,Loan,76281.05,0.6397,-15.47,-53.92,1.69,2.79,6.8,0.74,53,0.0842
Medium,Manufacturing,North,Loan,20894.46,0.7752,-22.7,-45.35,1.04,0.1,5.9,0.69,59.7,0.1082
High,Construction,West,Lease,52102.69,0.6279,-6.04,-4.97,1.47,3.22,5.8,0.68,72.4,-0.0047
Medium,Energy,North,Lease,62474.88,0.5698,25.81,22.84,1.49,3.78,2,0.71,70.4,0.1229
High,Energy,West,Lease,40866.54,0.6633,-12.85,-48.08,0.98,1.71,1.9,0.75,85,0.0311
Low,Energy,West,Lease,33027.21,0.7722,-36.08,-11.11,1.53,2.57,6.3,0.57,87.4,0.0713
Medium,Energy,East,Lease,31892.41,0.7009,-18.89,31.07,1.49,2.67,5.1,0.62,85.4,0.1314
Medium,Mining,East,Lease,51566.02,0.61,2.47,34.71,2.51,5.48,6.1,0.85,68,0.1872
Low,Manufacturing,South,Loan,31517.99,0.7261,-32.33,-9.13,1.09,3.3,2.7,0.81,85.9,0.0931
Low,Mining,West,Lease,72095.6,0.6315,14.42,-60.04,2,2.18,8,0.9,88,0.1216
Medium,Energy,East,Loan,57724.06,0.6326,-31.62,31.48,1.74,1.35,4.6,0.78,72.4,0.0433
Medium,Transportation,West,Loan,46988.9,0.6941,-9.64,-27.62,2.02,0.43,5.8,0.77,45.2,0.0821
Medium,Mining,South,Loan,48792.54,0.6291,16.38,16.13,1.1,2.81,4,0.69,54.5,0.0598
Medium,Energy,West,Loan,66228.88,0.6119,-10.04,-26.98,0.56,3.18,5.7,0.55,62.2,0.1111
Medium,Energy,South,Loan,70113.49,0.6162,-26.86,3.03,1.45,1.18,9.8,0.77,63.4,0.0471
Low,Manufacturing,South,Lease,35991.23,0.7338,-1.82,9.3,1.89,0.87,7.3,0.69,58.6,0.1578
Medium,Construction,South,Loan,39002.59,0.6757,-9.87,38.53,1.34,3.71,3.9,0.53,64.1,0.0654
Low,Mining,East,Loan,44640.02,0.6826,24.24,-42.23,1.43,4.47,3,0.76,77.4,0.0879
Low,Mining,North,Loan,40630.93,0.7253,16.44,-26.45,2.49,2.57,5.7,0.81,73.5,0.0632
High,Mining,North,Lease,22928.63,0.6698,10.13,48.41,1.14,3.76,4.3,0.62,62.2,0.0367
Medium,Energy,East,Lease,37776.82,0.6974,0.43,6.95,1.96,2.85,3.6,0.66,77.3,0.0186
Medium,Manufacturing,West,Lease,39442.81,0.6815,-4.38,-25.79,1.01,6.9,9,0.74,78.1,-0.0186
Medium,Energy,East,Lease,31997.69,0.7032,-4.48,21.69,2.08,2.88,1,0.61,76.6,0.0935
Medium,Energy,West,Loan,56604.2,0.6474,-34.19,-29.98,1.47,5.06,6.4,0.69,70.7,0.1498
Low,Transportation,South,Lease,48112.68,0.6893,0.06,5.86,1.74,3.85,8.9,0.72,74.6,0.075
Low,Manufacturing,East,Loan,59259.31,0.6568,-15.85,-20.53,1.18,2.19,2.7,0.78,69.6,0.0355
Low,Mining,North,Lease,35228.34,0.7013,-1.71,37.29,1.55,3.88,4.2,0.7,65.3,0.0593
Medium,Construction,West,Lease,59508.53,0.6264,1.04,-25.69,1.58,2.91,4.3,0.75,79.6,0.0848
Medium,Mining,East,Lease,52170.8,0.6913,-9.71,-79.62,0.79,1.47,8.2,0.68,84,0.0628
Medium,Energy,East,Lease,41773.03,0.6565,18.66,-13.46,1.25,3.14,4.9,0.71,57.9,0.1468
Medium,Manufacturing,West,Loan,74064.27,0.6002,-21.5,-20.02,1.63,2.36,9.1,0.74,100,0.1645
High,Manufacturing,South,Lease,51690.59,0.6431,-9.88,-7.33,1.12,2.93,6.7,0.45,53.7,0.0867
Low,Manufacturing,South,Loan,42101.79,0.7101,-6.57,16.71,1.59,2.89,4.3,0.63,69.1,0.0189
Low,Transportation,South,Loan,54215.53,0.6574,23.11,-35.46,1.41,2.67,2.7,0.81,79.2,0.0492
Medium,Mining,South,Loan,35802.72,0.729,0.62,-23.31,1.8,1.57,3,0.5,74,0.0928
Medium,Transportation,West,Loan,47348.48,0.65,-0.35,-0.18,1.42,4.83,6.3,0.74,55.4,0.0315
High,Construction,North,Loan,80436.32,0.5493,17.41,-19.78,2.69,2.89,10.1,0.84,73.2,0.0996
Low,Energy,East,Loan,23456.09,0.7225,-10.44,1.95,0.52,3.33,4.1,0.81,92.6,0.1198
High,Transportation,East,Loan,42076.64,0.6062,17.5,16.13,1.1,2.7,3.7,0.78,66.9,0.0897
High,Transportation,South,Lease,47786.12,0.6149,7.96,0.41,1.84,2.39,6.3,0.87,48.6,0.099
Low,Energy,West,Loan,44503.99,0.6561,24.75,33,1.59,3.3,4.6,0.82,48.9,0.052
Medium,Manufacturing,North,Lease,42490.29,0.6854,-7.58,-28.45,1.72,5.11,4.1,0.66,86.7,0.0625
Medium,Energy,North,Lease,75398.63,0.5662,-5.89,-17.36,0.1,0.66,8.1,0.77,64.7,0.0968
High,Mining,East,Loan,41677.29,0.6478,2.84,44.8,1.41,1.36,8.1,0.56,69.5,0.0729
Low,Energy,South,Loan,55952.58,0.6639,-1.22,-22.03,1.5,2.51,5.6,0.8,74.7,0.1005
Medium,Manufacturing,East,Lease,40811.63,0.6451,15.35,73.51,1.8,1.82,3.7,0.69,31.2,0.0438
Medium,Energy,East,Lease,55987.79,0.6026,-4.33,28.99,1.68,6.02,5.8,0.81,85.6,0.0251
Medium,Transportation,North,Loan,64035.16,0.6327,-21.21,-24.65,1.51,2.48,7,0.73,97.1,0.0877
Medium,Construction,West,Loan,48884.38,0.6137,27.09,17.56,1.45,3.71,7.7,0.8,63.9,0.157
Medium,Transportation,North,Lease,41422.78,0.65,38.3,8.89,0.87,2.57,7.2,0.71,68.2,0.02
High,Construction,East,Lease,48147.21,0.66,-31.35,-43.64,1.67,0.1,0,0.67,80.5,0.1692
High,Energy,South,Loan,58026.17,0.5581,9.6,46.33,1.44,2.39,6,0.73,63,0.173
High,Mining,South,Lease,62996.95,0.5901,14.94,24.64,1.28,1.24,6.5,0.55,86.4,0.0052
Low,Energy,West,Lease,53855.4,0.6366,4.87,44.3,1.49,3.5,6.9,0.69,77.7,0.1629
Medium,Manufacturing,West,Loan,48807.61,0.6297,31.48,31.41,1.32,2.55,5.7,0.66,88.9,0.0307
Low,Energy,West,Lease,69182.23,0.6301,-26.84,10.47,0.78,1.85,5.1,0.56,52.5,0.1221
Medium,Construction,East,Loan,40600.97,0.6688,-11.27,32.4,1.83,2.83,4.4,0.63,75.3,0.1779
Medium,Transportation,East,Loan,43816.21,0.7125,2.14,-40.08,2.44,2.36,3.4,0.57,76.2,0.1188
Medium,Mining,West,Loan,76905.42,0.5309,18.4,59.51,1.64,4.53,3.7,0.55,80.6,0.1267
Medium,Energy,South,Lease,48548.78,0.6346,24.15,22.36,1.65,3.84,7.8,0.64,68.1,0.1404
High,Energy,South,Loan,59885.68,0.6131,-24.12,-58.6,2.25,5.6,6.4,0.75,56.2,0.2547
Low,Transportation,South,Lease,36696.68,0.7924,-35.53,-44.83,2.45,4.08,6.7,0.55,47.9,0.0698
Medium,Mining,East,Loan,65014.83,0.5751,15.59,8.63,1.41,3.73,3.9,0.7,61.8,0.1621
Medium,Energy,North,Loan,32740.7,0.7056,2.33,-26.69,1.14,3.9,6.1,0.72,60.5,0.0365
Low,Energy,South,Lease,31626.04,0.7372,3.29,15.6,1.72,4.1,8.7,0.69,63.7,0.0394
Low,Construction,South,Lease,63387.14,0.6483,16.08,-29.57,1.58,0.3,5.3,0.78,67.2,0.118
High,Construction,South,Lease,44578.71,0.6349,-16.2,-38.18,1.98,3.78,6.6,1,50.8,0.148
High,Manufacturing,West,Loan,46364.32,0.6277,-4.8,-16.21,1.5,0.61,4,0.87,54.6,0.1306
High,Transportation,East,Lease,56458.97,0.5642,10.47,98.06,1.54,0.13,4.2,0.64,63.1,0.0799
High,Mining,West,Loan,45648.88,0.6667,-19.02,-32.84,1.02,1.33,5.6,0.6,76,0.0809
Low,Energy,West,Lease,34284.24,0.7237,-10.85,37.71,2.01,3.38,3.6,0.65,60.3,0.0577
Medium,Energy,North,Loan,41481.29,0.6748,2.1,-22.73,1.18,1.05,3.5,0.75,75.9,0.1153
Medium,Manufacturing,West,Loan,35378,0.6659,10.47,-2.67,0.9,3.76,4.7,0.7,96,0.1259
Medium,Energy,North,Loan,67420.26,0.5626,-28.93,3.74,0.17,5.45,5.4,0.7,69.6,0.1562
Medium,Transportation,West,Loan,68085.6,0.59,13.34,-1.86,1.45,2.54,3.8,0.71,94.5,0.0289
Medium,Manufacturing,South,Lease,37389.29,0.6515,8.74,1.7,1.14,3.3,5.3,0.71,87.8,0.283
Medium,Transportation,East,Lease,56531.8,0.63,-16.85,10.14,1.38,1.95,2.8,0.73,78,0.0437
Medium,Manufacturing,West,Loan,45911.5,0.6591,44.98,-44.81,1.26,1.16,5.3,0.79,62.8,0.0511
Low,Energy,North,Loan,71891.24,0.6076,-19.01,-3.97,1.32,2.71,1.2,0.73,66.4,0.0921
Medium,Manufacturing,East,Lease,85541.53,0.5467,14.69,-1.67,1.09,1.83,7.2,0.59,83.6,0.1
Medium,Construction,North,Lease,60976.57,0.5779,5.55,16.65,1.13,2.31,1.9,0.79,71,0.131
Medium,Mining,South,Lease,42294.07,0.6666,-8.27,-8.44,1.03,1.9,8.1,0.81,98.8,0.1322
Low,Energy,West,Lease,32616.29,0.728,1.8,15.85,1.4,0.99,5.9,0.69,65.2,0.1326
Medium,Mining,East,Lease,53671.17,0.6214,10.67,-19.58,0.93,2.82,6.2,0.73,68.1,0.1748
Low,Energy,South,Lease,47661.45,0.6868,57.09,-16.57,2.13,0.11,4.1,0.65,98.2,0.1497
Medium,Mining,West,Loan,28363.37,0.7341,-28.97,9.35,1.5,3.76,6.1,0.62,54.9,0.0357
Medium,Construction,West,Lease,51190.54,0.6912,-54.22,-30.86,0.73,0.46,5.4,0.63,100,0.0808
Medium,Mining,North,Lease,81685.5,0.58,-20.2,-16.94,1.61,2.11,2.7,0.64,37.4,0.0698
Low,Manufacturing,North,Loan,62085.69,0.6205,-0.6,-14.84,1.05,4.75,6.5,0.84,57.3,0.0905
Medium,Mining,South,Lease,32572.97,0.694,13.31,-13.26,2.02,4.07,3.3,0.69,53.1,0.1633
Medium,Energy,North,Lease,49723.79,0.6555,1.93,1.72,1.19,3,9.7,0.62,44.9,0.1383
Medium,Transportation,South,Lease,55601.88,0.6409,-3.04,-26.71,2.2,6.29,3.4,0.68,59.7,0.0944
Medium,Mining,South,Loan,57386.41,0.5879,30.73,18.77,2,3.14,1.8,0.77,63.1,0.1597
Medium,Mining,South,Lease,25456.25,0.7491,-15.82,-8.15,3.32,4.59,8.4,0.85,72.8,0.1499
Medium,Mining,North,Loan,48240.11,0.6403,33.25,12.11,1.55,2.06,6.6,0.75,38.8,0.0313
Low,Energy,East,Lease,53915.3,0.7046,12.41,-36.84,1.84,0.1,5.9,0.7,97,0.0536
Low,Mining,South,Loan,47201.74,0.6889,29.99,-85.74,1.51,3.34,3.9,0.87,61.6,0.1204
Medium,Energy,East,Lease,21064.98,0.7289,-18.86,28.29,1.54,3.67,5.1,0.68,73.1,0.0931
Medium,Energy,West,Lease,47725.23,0.6609,-7.04,6.26,2.12,3.62,4.7,0.67,60.8,0.1383
Medium,Transportation,North,Lease,61762.16,0.6538,-29.23,16.4,1.89,0.84,6.8,0.58,70.1,0.0795
Low,Manufacturing,North,Loan,41420.29,0.6548,6,39.53,1.45,7.47,3.8,0.64,74,0.1412
Low,Energy,East,Lease,42950.94,0.7385,6.42,-28.19,2.16,1.34,4,0.58,80.1,0.0997
Medium,Construction,West,Lease,70967.22,0.6137,40.17,-54.26,2,3.15,6.4,0.57,43.7,0.1298
Low,Mining,West,Loan,47002.54,0.6883,1.62,29.34,2.28,3.38,7.7,0.69,97,0.1196
Medium,Construction,South,Loan,51678.5,0.6577,-30.35,19.56,2.11,4.23,4.2,0.65,32.1,0.0858
Low,Mining,North,Loan,22033.42,0.7182,18.88,33.18,1.32,1.97,6.3,0.82,73.7,0.1853
Medium,Transportation,West,Lease,34207.01,0.6726,-18.27,49.75,1.27,3.78,7.1,0.73,74.3,0.0866
High,Energy,West,Loan,82845.18,0.509,-25.39,-35.2,1.29,5.43,3.2,0.77,59.3,0.2113
Low,Manufacturing,South,Lease,74832.7,0.5948,14.04,28.11,1.89,2.31,4.4,0.75,68.3,0.0092
Medium,Energy,South,Loan,57093.14,0.6611,-15.36,-7.61,2.17,2.24,1.6,0.59,72.9,0.046
Low,Mining,East,Loan,15697.28,0.8001,-11.98,28.99,2.03,1.49,9.1,0.68,56.9,0.1119
Medium,Manufacturing,North,Lease,30024.94,0.6539,28.05,55.08,0.79,3.36,5.5,0.74,29.4,0.023
Medium,Energy,West,Lease,29622.81,0.726,10.27,0.82,1.14,1.67,6.8,0.53,62.8,0.0734
Medium,Manufacturing,East,Lease,29403.59,0.7257,11.94,-22.37,1.84,4.04,4.2,0.52,98.2,0.1418
Medium,Mining,North,Lease,44209.66,0.7104,-27.53,-40.68,2.11,2.28,4,0.72,54.1,0.091
High,Transportation,East,Loan,61711.06,0.611,14.11,-67.62,1.65,2.64,4.8,0.68,61.6,0.1368
Low,Transportation,North,Loan,40521.35,0.7353,-5.55,43.55,2.26,1.51,4.6,0.35,62.6,0.1708
Low,Energy,North,Loan,45343.44,0.6642,-8.88,45.44,0.55,6.23,9.7,0.52,62.5,0.1249
High,Construction,West,Lease,45391.96,0.6251,8.17,30.34,1.4,3.15,5.8,0.6,47,0.049
Medium,Mining,North,Lease,63548.46,0.6315,0.17,-9.01,2.21,1.27,6.4,0.75,82.4,0.0935
High,Energy,South,Loan,63398.16,0.5853,-29.27,23.62,1.67,3.42,5,0.65,74.7,0.0973
Medium,Energy,West,Loan,52429.99,0.6177,19.04,9.18,1.1,0.46,5.2,0.81,65.2,0.1071
High,Transportation,South,Lease,69176.56,0.5914,20.95,-34.82,1.89,2.01,6.4,0.63,52.1,0.0791
Medium,Manufacturing,East,Loan,44257.1,0.6552,-11.75,34.46,1.57,3.64,4.9,0.64,59.9,0.105
Medium,Mining,East,Loan,76203.87,0.5245,12.18,15.29,1.27,3.78,7.8,0.93,77.2,0.1445
High,Manufacturing,North,Loan,40908.84,0.6007,18.27,22.09,0.71,4.34,3.4,0.78,75.7,-0.0261
Medium,Mining,North,Lease,20478.32,0.7382,-37.37,9.79,1.85,4.95,7.4,0.81,68.7,0.1303
Low,Construction,South,Loan,31056.18,0.7431,-10.3,4,0.96,2.74,7.3,0.63,77.7,0.066
Low,Transportation,South,Lease,29723.04,0.7897,-43.55,10.6,2.57,4.34,9.2,0.68,100,0.0061
Low,Construction,South,Loan,38897.11,0.6825,12.68,-8.55,0.61,4.2,1.5,0.7,86.5,0.0164
Low,Energy,East,Lease,66929.21,0.612,8.93,18.21,1.53,4.27,7.2,0.68,50.6,0.1205
Medium,Transportation,South,Loan,43263.05,0.6581,-13.11,58.54,1.88,0.78,3.7,0.72,95.4,0.086
Medium,Energy,West,Loan,29675.05,0.6849,-3,13.89,0.99,3.39,6.8,0.72,66.3,0.1761
Medium,Construction,West,Loan,28157.03,0.6927,-7.36,33.5,1.15,2.56,6.8,0.68,81.3,0.1705
Medium,Mining,East,Lease,49137.09,0.6898,-40.81,-35.43,1.93,4.96,3.3,0.67,65.6,0.0405
Medium,Energy,South,Loan,72871.12,0.5326,26.01,24.39,1.02,3.16,6.4,0.84,43.5,0.0959
Low,Manufacturing,South,Loan,53315.61,0.678,5.1,15.3,2.46,2.4,4.3,0.61,73.4,0.17
Low,Mining,North,Lease,64158.22,0.6268,-2.89,32.27,1.53,2.53,3.6,0.65,90.2,0.0573
Low,Mining,West,Lease,56027.43,0.6608,-2.76,-12.74,1.29,2.45,1.2,0.56,54.9,0.1879
Medium,Construction,East,Loan,27102.63,0.7249,14.15,29.55,2.31,3.24,7.8,0.61,63.6,0.0944
Low,Construction,South,Loan,59020.34,0.6646,-31.74,-21.58,0.97,3.48,4.8,0.65,100,0.118
Low,Transportation,North,Loan,32914.54,0.7308,-17.51,34.16,2.36,2.7,2.9,0.71,89.3,0.1035
Medium,Transportation,East,Loan,43748.27,0.6292,4.26,36.22,1.01,2.51,5.6,0.78,83.4,0.11
High,Manufacturing,East,Loan,39159.79,0.6615,22.31,-33.17,2.13,1.57,5.2,0.79,80.2,0.1408
Low,Mining,West,Lease,48445.88,0.6933,-48.2,10.92,2.43,5.16,3.2,0.84,74.4,0.0574
Medium,Manufacturing,South,Loan,46270.63,0.6566,19.92,-6.6,1.45,2.59,3.2,0.6,56.8,0.108
Medium,Manufacturing,East,Lease,44290.23,0.6737,-14.16,14.61,1.45,3.36,7.2,0.61,62.2,0.1068
Medium,Construction,North,Lease,45861.89,0.6649,-5.73,1.18,1.36,3.62,5.4,0.59,89.8,0.1146
High,Manufacturing,North,Loan,54015.8,0.5704,0.68,-6.73,1.11,3.41,3.7,0.88,67.6,0.1579
Low,Manufacturing,East,Lease,45860.91,0.7056,-22.1,-17.45,1.54,2.31,4.2,0.76,43.3,0.1004
Low,Energy,North,Loan,47411.02,0.6663,-24.81,43.26,1.95,3.89,4.3,0.79,71.5,0.1228
High,Transportation,East,Lease,79882.63,0.5261,4.15,-22.25,1.79,5.15,1.6,0.58,40.5,0.1828
Medium,Transportation,North,Lease,65593.39,0.5896,37.9,-16.36,1.75,4.01,6.9,0.7,59.4,0.1392
Medium,Mining,East,Loan,42522.85,0.679,-18.92,-37.67,1.13,3.65,4.3,0.76,43.8,0.1036
Medium,Transportation,East,Loan,51600.36,0.6379,-19.08,25.69,0.96,3.97,4.7,0.56,69.9,0.079
Medium,Mining,East,Lease,50426.23,0.6599,-24.47,31.12,2.38,3.1,6.1,0.65,73.7,0.1648
High,Energy,North,Loan,51199.35,0.605,-4.51,11.78,0.83,2.59,7.5,0.74,92.2,0.0406
High,Transportation,East,Loan,49686.08,0.6426,-19.65,-23.1,1.42,5.87,5.4,0.48,78.7,0.1252
Medium,Energy,West,Lease,51307.96,0.6523,-19.22,-51.13,1.88,5.3,2.8,0.85,62.7,0.1093
Low,Transportation,East,Lease,46223.37,0.686,4.2,16.79,2.26,2.28,4.5,0.77,56.3,0.1206
High,Transportation,South,Lease,40781.82,0.6428,-28.89,26.97,1.51,4.7,4.9,0.59,76.7,0.1458
Low,Energy,South,Loan,44182.25,0.6786,32.45,-15.3,1.64,3.7,1.3,0.7,44.6,0.0745
Low,Manufacturing,West,Loan,23959.88,0.7603,-23.52,2.24,1.26,3.19,6,0.75,92.7,0.0606
High,Manufacturing,East,Loan,60426.14,0.6115,22.63,-47.15,2.37,5.26,6.3,0.71,76.4,0.0341
Low,Manufacturing,South,Lease,57231.44,0.6605,39.46,-23.7,2.19,3.18,5.2,0.69,52.4,0.1024
Low,Manufacturing,East,Loan,80173.99,0.548,23.96,11.6,1,3.38,3.3,0.69,57.8,0.1511
Low,Transportation,South,Lease,32067.21,0.7208,21.48,-3.14,1.83,3.73,5.4,0.78,62.1,0.0624
High,Construction,North,Lease,43946.24,0.6368,15.92,5.67,1.44,1.15,7,0.78,68.6,0.0173
Medium,Energy,North,Lease,67504.8,0.5712,4.28,34.17,1.66,3.41,4.6,0.77,74.5,0.0603
Medium,Construction,West,Lease,55383.35,0.6337,23.58,-37.27,1.1,0.92,6.6,0.77,65.9,0.1247
Low,Construction,West,Lease,74473.06,0.5756,-5.21,6.17,0.52,3.88,5.9,0.75,74.9,0.0996
Medium,Mining,East,Lease,72144.04,0.548,17.3,-20.41,0.95,3.81,1.2,0.76,63,0.128
Medium,Manufacturing,West,Lease,13551.33,0.7089,22.16,-5.25,1.22,4.76,4,0.87,91.6,0.1386
Medium,Transportation,East,Loan,53860.56,0.6138,10.17,8.71,1.25,3.94,6,0.69,81.5,0.1507
Medium,Manufacturing,North,Lease,53939.76,0.6344,-5.39,-37.96,0.33,6.86,5.3,0.53,86.4,0.061
Low,Manufacturing,North,Loan,49657.63,0.6791,9.76,-19.59,1.66,0.88,6.9,0.82,75.5,0.1881
High,Construction,South,Loan,43483.03,0.6279,-7.39,-12.42,0.8,2.97,5.5,0.75,87.6,0.1003
Medium,Mining,East,Loan,73431.3,0.5625,-10.88,11.91,1.48,4.57,6.3,0.75,38.2,0.1311
High,Manufacturing,North,Loan,49594.52,0.5793,15.75,33.03,0.91,4.71,4.3,0.61,69.7,0.1024
Medium,Energy,North,Loan,10000,0.7909,2.92,-50.15,0.61,2.14,5.7,0.53,92.6,0.1306
Medium,Energy,East,Lease,43361.57,0.6532,15.52,-20.03,1.48,4.78,3,0.73,85.1,0.0747
Medium,Manufacturing,South,Loan,81067.62,0.5725,3.05,-4.4,1.4,0.8,6.7,0.67,79.2,0.0677
Medium,Construction,South,Loan,33244.36,0.7006,10.19,-4.51,1.55,1.79,5.5,0.7,59.6,0.1162
High,Construction,South,Loan,68263.04,0.5481,27.97,12.47,2.3,3.62,2.6,0.65,80.3,0.1486
Medium,Transportation,South,Lease,65637.07,0.616,-3.24,-37.21,1.85,3.42,4.5,0.71,77.2,0.1662
Low,Mining,North,Loan,46161.73,0.7265,-8.07,-6.08,2.49,4.88,10,0.63,50.4,0.0811
Medium,Construction,East,Loan,52836.49,0.609,8.6,-12.36,1.35,4.34,4.6,0.85,85.7,0.1446
Medium,Transportation,East,Loan,48955.06,0.659,-51.58,21.65,1.14,2.34,4.4,0.68,67.3,0.117
Medium,Energy,North,Loan,42090.11,0.6444,14.18,2.22,1.73,4.89,3.5,0.79,55.2,0.1032
Low,Energy,North,Lease,39971.94,0.7252,-17.24,-13.33,2.43,3.83,2.8,0.75,51.6,0.1099
Medium,Energy,North,Loan,71310.01,0.5122,33.52,36.54,0.94,4.24,3,0.83,62.2,0.0985
Medium,Manufacturing,West,Lease,47397.57,0.6678,15.79,-15.9,2.2,4.2,9,0.72,73.9,0.1241
Medium,Mining,East,Lease,38419.97,0.6915,18.32,-23.97,1.74,2.64,5.7,0.79,63.3,0.0152
Medium,Transportation,East,Loan,58237.7,0.5849,18.79,17.67,1.28,4.48,2.2,0.77,56.5,0.024
Medium,Mining,East,Loan,56396.89,0.6394,-9.18,-14.27,2.25,3.51,5,0.86,59.7,0.0648
Low,Manufacturing,South,Lease,27619.84,0.7201,-5.2,1.97,0.9,4.36,7.1,0.77,72.7,0.1391
Medium,Transportation,North,Loan,40337.09,0.6691,-33.84,51.96,1.83,5.23,5.8,0.62,84.3,0.1206
Low,Transportation,North,Loan,24518.02,0.7381,29.89,-14.69,1.41,2.86,2.2,0.68,70.9,0.1067
Low,Construction,North,Loan,88251.93,0.6006,-25.76,-28.98,2.06,4.56,6.3,0.58,96.6,0.1641
Medium,Mining,West,Lease,44558.93,0.6775,-0.3,-6.45,1.67,2.49,5.1,0.67,56.6,0.0775
High,Mining,East,Lease,39848.13,0.6663,24.5,-9.22,2.05,2.3,5.4,0.56,60.3,0.1214
Medium,Construction,North,Loan,42497.49,0.6457,30.68,23,1.52,2.99,8.7,0.78,78.4,0.0818
Medium,Energy,West,Loan,38687.16,0.7182,-5.02,-41.04,1.28,2.98,5,0.52,67.5,0.085
High,Manufacturing,North,Lease,47254.53,0.5959,-34.12,80.63,1.46,3.7,3.6,0.59,87.1,0.1769
High,Mining,South,Lease,68526.29,0.5689,4.62,-21.6,1.59,1.31,1.5,0.73,49.6,0.0895
Low,Construction,East,Lease,51460.11,0.647,6.66,15.76,1.68,3.84,3.6,0.78,74.3,0.1119
High,Transportation,West,Lease,29185.97,0.6844,8.48,28.03,1.84,2.78,3.5,0.5,80.3,0.0991
Medium,Construction,North,Lease,32780.11,0.6998,-6.11,5.75,1.51,0.16,1.2,0.74,42.8,0.0979
Medium,Energy,East,Lease,52619.07,0.6289,-2.76,18.58,1.84,3.6,6.3,0.76,50.3,0.125
Low,Manufacturing,West,Lease,37511.33,0.7558,-13.88,2.12,2.61,5.12,6,0.53,60.7,0.0472
Medium,Energy,East,Loan,47137.72,0.652,3.17,18.97,1.14,4.6,5,0.52,49.7,0.0456
Low,Transportation,East,Lease,89685.52,0.5608,16.04,-12.75,2,3,3,0.7,68.7,0.0959
Low,Transportation,South,Lease,34914.43,0.7224,5.26,-19.61,1.16,2.36,5.5,0.75,80.3,0.0889
Medium,Transportation,East,Loan,28307.04,0.7268,-0.88,-53.4,1.03,4.31,6.3,0.65,62,0.1351
High,Transportation,West,Loan,38896,0.6508,22.48,13.06,2.22,2.36,8.5,0.72,81.1,0.1491
High,Construction,East,Loan,23012.42,0.6983,5.13,-10.3,1.05,2.93,5.7,0.7,54.6,0.0461
Medium,Transportation,West,Lease,69291.56,0.5506,0.62,11.22,1.49,6.86,5.9,0.9,58.2,0.0475
High,Transportation,East,Lease,32610.52,0.6781,1.55,-9.52,1.1,5.23,5.3,0.48,59.7,0.0842
High,Construction,North,Loan,35390.53,0.6849,-24.21,37.22,2.71,2.73,4.6,0.65,66.9,0.0785
Medium,Transportation,South,Loan,29998.55,0.722,-21.8,-4.93,1.49,4.03,6.6,0.66,45.3,0.1038
