Industry,Region,CompanySize,CompanyAge,ContractTermMonths,CommittedAmount,CreditUsageRate,EAD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,CurrentRatio,DownPaymentPct,UsageHoursPerWeek,EquipmentType
Transportation,North,Small,6.5,36,75386.55,0.71,37400.3,5.12,21.69,1.54,1.18,0.28,45.8,Drill
Energy,East,Medium,5.3,12,116173.36,0.59,41041.3,1.93,5.22,1.9,0.68,0.38,46,Crane
Construction,South,Small,12.7,36,79723.59,0.93,60039.84,-7.5,12.82,0.9,0.65,0.16,54.1,Bulldozer
Mining,East,Large,16.1,12,84526.48,0.88,43397.43,7.07,4.46,3.13,1.51,0.4,22.7,Loader
Construction,North,Medium,12.4,24,75635.25,0.79,40779.84,14.07,-9.21,2.05,1.77,0.29,27.5,Drill
Energy,East,Medium,10.1,48,153550.89,0.74,68476.49,-11.79,12.47,1.36,0.79,0.39,45.6,Drill
Energy,West,Small,11.6,60,81475.41,0.63,31913.86,38.13,-6.07,1.09,1.61,0.36,48.1,Crane
Construction,West,Small,10.7,48,101546.57,0.74,58599.45,-22.99,48.42,0.87,0.84,0.19,46.6,Loader
Mining,South,Medium,4.4,12,93942.59,0.82,42509.18,-12.78,-17.32,2.2,1.04,0.43,67.1,Loader
Construction,South,Medium,3.8,36,106642.51,0.89,61685.02,3.51,12.72,1.33,1.82,0.33,30.8,Crane
Energy,South,Small,9.6,60,81557.89,0.54,25005.16,33.7,-19.57,0.34,1.13,0.41,43.7,Excavator
Energy,North,Small,10.4,24,93975.48,0.85,65192.66,-8.44,-19.83,0.17,2.16,0.14,39.3,Loader
Transportation,South,Small,10.1,60,111818.56,0.87,61481.58,-15.99,-44.65,1.27,1.21,0.35,46.2,Excavator
Transportation,North,Medium,13.4,36,74109.79,0.78,43833.54,8.24,10.29,1.28,2.05,0.22,43.8,Excavator
Manufacturing,West,Small,8.9,48,132679.64,0.61,42494.09,-3.73,-13.31,0.65,2.63,0.44,34.8,Drill
Energy,East,Medium,12.8,12,135564.42,0.77,52258.9,9.98,27.08,0.29,1.13,0.48,43.9,Drill
Transportation,West,Medium,9.3,48,118194.78,0.75,74786.77,-1.06,10.33,0.1,2.73,0.12,40.8,Bulldozer
Construction,West,Medium,19.1,60,102096.29,0.74,44770.99,-12.86,3.71,0.74,1.51,0.39,41.3,Drill
Mining,West,Large,10.4,36,20000,0.73,12328.78,35.23,-35.26,0.98,1.18,0.14,51.3,Loader
Construction,South,Large,21.7,12,112728.73,0.56,34103.75,-44.32,14.62,1.62,1.35,0.44,64.8,Loader
Mining,South,Medium,11.8,36,88260.09,0.59,42888.16,27.3,-16.55,1.12,1.3,0.15,20.9,Excavator
Transportation,South,Small,8.9,36,92611.77,0.55,40072.21,14,-35.82,1.84,2.2,0.18,52.9,Loader
Manufacturing,East,Medium,5.5,60,43078.68,0.62,20890.72,-11.18,10.76,1.56,2.16,0.2,46.4,Drill
Construction,South,Medium,2.8,48,114807.65,0.63,42769.24,28.09,-31.46,1.51,2.15,0.39,32.6,Drill
Construction,North,Medium,5,36,56542.57,0.62,26702.93,-20.57,-52.28,1.79,0.85,0.22,36.4,Drill
Construction,West,Medium,5.6,36,103552.74,0.61,40256.46,15.12,32.43,0.37,1.59,0.34,48.8,Crane
Mining,East,Small,12,36,127139.72,0.87,70942.23,-31.24,-14.02,0.88,0.73,0.33,40.5,Loader
Transportation,East,Medium,7.4,12,85920.15,0.91,55448.37,-17.19,-43.61,2.64,2.01,0.26,39.5,Bulldozer
Construction,East,Small,10.9,36,136481.55,0.66,58764.16,-17.23,-24.06,0.1,1.26,0.32,33.1,Loader
Construction,East,Medium,16.4,36,77590.29,0.65,41518.77,-11.26,-18.03,1.02,1.75,0.15,32.4,Loader
Manufacturing,East,Small,9.6,60,118012.99,0.92,58063.33,0.17,28.61,1.49,1.25,0.45,30.3,Crane
Manufacturing,North,Medium,20.4,36,60856.43,0.81,38835.66,-12.39,-41.57,0.1,0.62,0.18,34.9,Loader
Transportation,West,Small,4.1,36,130933.91,0.65,43928.11,-30.55,-33.47,0.75,1.94,0.45,38.7,Excavator
Transportation,East,Medium,9.2,60,126279.71,0.86,73818.95,6.95,24.51,2.4,1.98,0.31,43.5,Drill
Energy,West,Medium,7.3,12,114050.74,0.67,48083.24,0.73,-11.24,1.3,1.57,0.35,31.8,Drill
Manufacturing,South,Small,14.7,48,88201.48,0.79,54145.84,6.13,5.7,0.86,0.5,0.2,47.6,Crane
Energy,East,Medium,1,60,57939.98,1,45519.41,2.58,-12.27,1.33,1.88,0.19,30.9,Drill
Mining,East,Medium,2.8,12,88280.79,0.65,39217.3,14.31,50.51,0.85,1.13,0.3,47.7,Excavator
Energy,West,Medium,9.5,48,133309.22,0.97,99206.23,-1.13,-32.24,2.23,1.76,0.21,31.3,Crane
Construction,East,Small,17.8,36,103898.86,0.66,48356.24,15.19,7.05,0.61,1.25,0.27,60.2,Bulldozer
Energy,East,Medium,11.1,60,53408.89,0.77,29205.38,-11.64,37.57,0.89,1.31,0.28,46.5,Drill
Transportation,East,Medium,3.2,36,66258.17,0.73,36844.46,-10.78,-9.37,0.3,1.75,0.21,48.4,Loader
Mining,North,Medium,4,60,137594.54,0.89,94039.24,20.64,-18.84,1.02,1.09,0.22,38.3,Excavator
Construction,North,Medium,18.4,48,114637.38,0.53,30404.29,20.34,19.18,1.1,1.42,0.49,46.1,Excavator
Energy,East,Medium,6.9,12,62980,0.81,32849.13,8.61,25.1,1.92,1.75,0.33,27.5,Drill
Mining,North,Small,5.3,60,47025.06,0.88,22321.52,-13.34,-20,0.59,2.58,0.43,30.2,Bulldozer
Mining,South,Small,17.4,12,81248.74,0.74,50337.42,-14.54,36.55,1.49,1.46,0.12,36.9,Loader
Construction,East,Small,15.1,36,44459.24,0.55,21268.61,19.92,1.28,1.25,1.92,0.1,55.2,Bulldozer
Energy,South,Small,16.4,36,95324.97,0.62,39525.4,19.09,12.72,0.1,0.91,0.31,50.1,Bulldozer
Mining,West,Medium,5.2,48,173548.76,0.84,79901.52,-0.95,37.21,0.76,2.35,0.43,17.6,Drill
Mining,South,Medium,2.4,48,52091.32,0.95,31593.92,35.13,19.22,0.74,1.1,0.34,30.1,Loader
Manufacturing,West,Small,10.7,24,94419.23,0.71,42132.94,6.88,-0.01,2.21,1.43,0.35,39.1,Drill
Mining,East,Large,11.7,24,139357.8,0.78,89523.32,-16.61,-16.79,1.53,1.76,0.16,52.6,Drill
Manufacturing,West,Medium,11.8,48,122472.64,0.61,37616.47,-4.13,67.71,1.29,1.11,0.49,42.4,Excavator
Energy,West,Large,17.4,36,95537.78,0.71,44595.64,0.08,-19.73,0.1,2.04,0.31,14.6,Drill
Energy,South,Medium,1.3,12,95609.54,0.67,52410.59,1.3,7.95,0.1,1.17,0.14,28.3,Crane
Energy,South,Medium,14.3,48,65322.71,0.83,38832.52,18.75,12.75,1.64,1.92,0.27,47.2,Loader
Transportation,South,Small,4.5,12,91970.33,0.99,75610.56,-14.34,13.93,1.67,2.03,0.13,42,Excavator
Energy,East,Small,14.3,24,107303.22,0.91,68025.56,-19.97,53.2,0.75,1.79,0.27,41.3,Loader
Mining,East,Small,7.6,12,133153.41,0.6,46534.3,9.03,1.19,1.22,1.85,0.38,51.1,Excavator
Construction,South,Medium,5.9,48,81394.73,0.79,47634.21,-7.6,-2.38,1.17,2.77,0.23,36.5,Crane
Manufacturing,East,Small,7,36,94304.95,0.53,37699,36.35,38.81,1.3,1.71,0.23,47,Drill
Transportation,East,Medium,2.8,48,71523.6,0.62,30236.46,14.15,-3.4,0.98,1.55,0.31,56.4,Excavator
Energy,West,Small,10.2,60,106759.76,0.59,42566.57,-7.88,21.9,1.69,1.67,0.3,42.2,Excavator
Energy,West,Large,6.1,60,123513.38,0.67,58055.37,18.19,4.86,1.86,2.14,0.29,31.1,Excavator
Construction,South,Small,13.9,60,118889.44,0.84,66301.1,10.96,23.02,0.62,2.66,0.31,35.7,Crane
Construction,East,Small,13.2,36,64894.39,0.75,40965.51,9.51,18.14,0.48,1.42,0.12,31,Loader
Transportation,West,Small,18.4,48,104405.9,0.97,68559.28,-1.83,-10.08,0.72,1.04,0.29,17.6,Crane
Manufacturing,North,Medium,11.8,60,79680.62,0.61,23523.47,6.31,-46.1,1.23,2.08,0.5,32.1,Excavator
Energy,East,Small,12.6,48,130331.5,0.68,50889.79,-31.54,-41.85,1.41,0.82,0.41,46.4,Excavator
Transportation,North,Medium,17,24,95160.62,0.66,47909.56,19.76,-46.01,1.67,1.63,0.22,40.1,Drill
Mining,South,Small,6.9,60,54414.6,0.62,20465.48,-51.54,-2.28,1.78,1.65,0.37,53.6,Crane
Mining,East,Small,2.6,60,93405.92,1,68826.09,-6.63,-58.82,1.42,1.45,0.23,41.4,Crane
Transportation,South,Large,11,36,113754.18,0.69,63641.85,-23.94,-4,1.34,1.48,0.18,48.8,Bulldozer
Energy,South,Small,2.9,48,107320.18,0.97,59640.34,-7.51,3.34,2.19,0.67,0.41,22.4,Loader
Transportation,South,Large,22.3,36,84646.12,0.7,47216.24,-1.11,21.41,1.2,1.07,0.18,35.6,Bulldozer
Energy,South,Large,17.3,36,82441.8,0.6,26988.13,-17.95,12.61,1.55,1.97,0.44,37.3,Bulldozer
Construction,South,Small,20.8,48,70374.87,0.56,28480.83,-41.62,22.55,1.39,0.5,0.25,31.7,Loader
Transportation,East,Small,10.3,24,88157.51,0.93,46897.75,3.11,10.35,1.1,1.46,0.4,55.3,Drill
Energy,North,Small,12.8,48,74329.63,0.52,29352.14,31.3,-8.09,1.1,1.34,0.2,20.7,Drill
Transportation,East,Medium,7.7,24,129102.58,0.98,79033,-5.27,-2.65,1.99,0.5,0.36,38.9,Loader
Transportation,East,Medium,14.4,36,72965.88,0.71,40707.23,14.39,-21.29,1.15,2.35,0.19,51.3,Loader
Energy,East,Medium,3.9,24,103668.53,0.62,56018.58,22.57,5.7,0.99,0.98,0.11,47.6,Crane
Energy,West,Medium,1,24,101629.12,0.81,44970,-28.5,-39.6,0.76,1.77,0.43,36.2,Crane
Manufacturing,West,Small,6,24,128370.02,0.57,38839.51,-6.86,26.65,1.45,1.27,0.44,31,Crane
Transportation,East,Large,2.7,60,132681.05,0.54,38438.78,-19.15,-23.91,0.89,1.08,0.45,50.9,Crane
Mining,North,Medium,17.4,60,120879.1,0.91,95574.83,-12.09,3.85,1.4,1.38,0.11,34.8,Excavator
Transportation,East,Medium,19.1,36,110587.85,0.71,45621.89,25.53,8.04,1.31,1.32,0.4,31.7,Excavator
Transportation,South,Large,3,48,68540.62,0.76,29079.07,3.36,29.07,0.94,1.41,0.43,50,Drill
Energy,West,Medium,16.5,24,67933.9,0.59,29766.05,11.83,-42.03,0.36,1.11,0.22,43.1,Excavator
Transportation,West,Small,14.8,60,74629.28,0.53,27209.29,-0.66,-8.14,0.58,0.99,0.29,36.5,Excavator
Transportation,East,Medium,2.2,48,122557.63,0.68,59725.47,-18.16,13.75,0.68,2,0.26,43.3,Crane
Mining,East,Medium,8,24,102199.9,0.75,53939.7,10.17,43.78,0.6,1.5,0.28,44.5,Crane
Energy,North,Small,7.1,48,126059.72,0.88,60379.89,18.79,-0.97,1.47,1.47,0.44,39.5,Loader
Transportation,North,Large,13.7,12,130084.08,0.75,70205.15,4.76,-14.86,2.48,1.05,0.27,41.5,Crane
Construction,South,Small,3.9,24,78221.44,0.89,51515.2,7.34,50.67,0.89,2.29,0.22,18.4,Loader
Manufacturing,East,Medium,9.5,48,100962.23,0.56,46403.97,-18.52,20.06,0.97,1.46,0.15,38.9,Loader
Mining,East,Medium,6.6,24,99610.19,0.53,32463.08,10.6,34.34,0.85,0.55,0.37,33.6,Excavator
Transportation,East,Small,12.4,24,90166.37,0.58,43195.45,20.19,-30.24,1.71,1.64,0.13,32,Crane
Construction,West,Large,8.9,12,83954.71,0.89,63528.68,6.07,13.03,1.46,1.12,0.12,33.2,Excavator
Transportation,South,Large,7.3,48,135542.67,0.88,72817.14,-26.95,-27.08,1.19,1.96,0.37,35,Crane
Transportation,North,Medium,8.9,36,101559.15,0.57,34617.29,24.53,-32.63,0.47,2.02,0.38,37,Excavator
Energy,West,Small,20.2,60,100394.34,0.52,40804.39,-14.17,14.55,0.62,1.96,0.18,41.7,Excavator
Energy,West,Small,7.9,24,75916.67,0.84,31683.04,5.82,16.3,1.31,1.27,0.48,32.7,Excavator
Energy,West,Small,4.8,24,120256.37,0.93,62498.66,14.29,-12.05,1.33,1.44,0.42,45.2,Drill
Construction,West,Small,12.9,24,69846.77,0.88,36832.66,16.19,35.8,1.19,1.62,0.37,47.4,Excavator
Transportation,South,Medium,9.3,24,113647.17,0.6,39368.85,-27,-9.23,1.6,1.95,0.4,47.3,Bulldozer
Manufacturing,East,Large,2.9,60,114466.88,0.79,65852.61,1.76,-6.75,0.47,0.98,0.26,49.4,Bulldozer
Mining,North,Medium,21.2,36,87624.55,0.88,53523.89,0.77,-0.9,1.38,1.55,0.28,34.3,Bulldozer
Energy,North,Large,8.2,12,109529.56,0.63,36695.54,21.59,-6.07,1.35,2.43,0.45,37.3,Loader
Energy,West,Medium,8.1,36,105570.09,0.76,69750.04,6.88,31.93,0.63,1.23,0.11,42.5,Excavator
Transportation,West,Medium,10.8,60,98819.18,0.66,36614.08,21.72,-26.04,0.84,1.49,0.42,35.8,Bulldozer
Transportation,South,Large,18.7,48,100388.32,0.61,43154.88,8.1,-18.86,1.62,2.81,0.28,28.4,Loader
Construction,West,Medium,1.6,12,101853.45,0.98,68331.09,-1.11,-29.79,0.52,1.38,0.29,35,Bulldozer
Construction,North,Large,11.4,12,103897.35,0.96,76039.34,2.91,47.09,2.68,0.73,0.23,56.3,Crane
Energy,North,Small,20.4,48,101807.26,0.72,46668.81,22.85,-8.11,1.53,1.47,0.34,32.6,Drill
Transportation,East,Small,10.6,24,66884.07,0.57,22588.93,-19.45,-19.21,1.17,2.34,0.37,32.1,Excavator
Manufacturing,East,Large,3.8,60,95433.67,0.86,67666.28,13.59,-7.18,1.05,2.03,0.16,34.5,Drill
Mining,North,Medium,6.9,48,107948.46,0.63,44833.72,-9.41,21.23,1.67,1.01,0.33,45.6,Drill
Transportation,North,Large,11,36,102918.66,0.58,41974.01,-12.64,16.59,0.95,1.71,0.29,43.5,Crane
Transportation,South,Large,16.7,36,128612.51,0.69,51143.72,15.35,-14.38,0.98,1.41,0.41,47.1,Crane
Construction,South,Small,8.3,48,118602.6,0.76,59989.49,-13.25,-9.99,2.07,1.91,0.32,65.3,Crane
Mining,North,Medium,14.1,60,73887.71,0.55,28829.92,5.66,-36.39,0.92,1.19,0.27,48.2,Loader
Energy,West,Small,2.8,12,95001.19,0.79,48925.22,-7.33,3.47,1.28,1.75,0.31,49,Bulldozer
Transportation,East,Medium,2.8,12,90659.9,0.51,31060.84,-35.35,32.06,0.74,2.46,0.3,68.6,Excavator
Energy,North,Medium,7.6,24,99869.55,0.95,48357.22,7.17,-14.54,1.36,0.5,0.47,44.9,Crane
Transportation,West,Small,17.2,60,99910.56,0.96,72013.75,1.89,15.9,1.55,1.8,0.22,36.1,Excavator
Energy,North,Medium,10.3,36,118345.65,0.87,87657.99,-28.65,-14.55,2.21,2.16,0.11,37,Excavator
Mining,East,Medium,11.4,36,105319.85,0.73,47577.44,-10.48,-27.39,0.64,0.72,0.36,50.6,Excavator
Construction,East,Small,11.4,24,136916.35,0.63,53639.83,-27.1,17.01,0.33,1.14,0.34,27.5,Crane
Mining,South,Large,15.5,36,107230.09,0.87,49203.21,10.98,58.69,1.04,1.3,0.46,20.5,Crane
Manufacturing,South,Medium,6.9,24,75082.28,0.97,59808.19,20.82,13.59,0.83,1.13,0.15,31.8,Bulldozer
Construction,South,Large,13.4,24,85981.58,0.58,33729.09,12.74,-10.35,1.19,1.1,0.31,48.2,Crane
Mining,South,Small,5.8,48,118113.67,0.73,70393.92,14.84,-8.73,1.51,1.31,0.16,45.9,Crane
Manufacturing,East,Small,19.9,12,51574.95,0.66,23371.98,-7.77,47.73,2.56,1.93,0.28,38.4,Excavator
Transportation,West,Medium,6,60,59623.59,0.68,22879.77,8.2,7.67,0.93,2.24,0.42,50.7,Bulldozer
Transportation,West,Small,5.6,60,100320.92,0.7,37544.98,-0.14,-19.15,0.1,2.15,0.44,46.1,Drill
Energy,West,Large,12.7,12,128527.66,0.98,68777.81,2.78,-1.56,1.06,2,0.43,43.4,Crane
Construction,North,Small,10.4,60,139211.06,0.63,57533.58,14.36,5.38,1.41,2.42,0.32,39.8,Crane
Transportation,South,Medium,11.6,36,93486.83,0.75,43483.75,17.63,11.73,0.62,2.52,0.35,49,Drill
Construction,South,Medium,11.1,36,131824.86,0.98,85163.96,-5.85,37.8,1.34,1.58,0.32,47.6,Excavator
Transportation,East,Small,4.5,60,102168.04,0.74,49066.84,-21.11,31.9,1.28,2.22,0.32,37.3,Bulldozer
Energy,East,Small,18.1,48,54057.55,0.93,26536.13,-2.81,4.96,1.36,1.71,0.45,48.1,Excavator
Mining,North,Medium,14.5,60,99757.7,0.53,42190.2,-3.29,-1.04,1.67,1.39,0.18,33.5,Loader
Energy,North,Medium,16.8,24,81432.76,0.98,55714.94,4.27,9.9,1.15,1.48,0.28,42.3,Crane
Manufacturing,West,Small,7.4,24,127546.93,0.59,47419.83,12.49,-15.21,1.53,2.01,0.34,44,Loader
Transportation,East,Large,12.1,12,99229.74,0.99,55920.9,-28.72,24.5,0.12,2.23,0.41,36.6,Crane
Manufacturing,South,Small,11,36,61662.61,0.59,20552.19,-10.06,-5.09,0.62,1.79,0.4,41.3,Loader
Manufacturing,West,Medium,15.6,48,55008.56,0.72,33029.4,-14.46,12.27,1,1.3,0.15,46.1,Drill
Construction,South,Medium,15.8,60,99370.6,0.65,51620.43,18.76,42.83,0.6,1.26,0.19,29.2,Crane
Transportation,West,Small,11,24,27393.48,0.72,10120.48,-3.13,13.82,1.2,0.57,0.46,41.8,Crane
Manufacturing,South,Large,2.4,36,84455.04,0.63,39258.77,-7.69,5.77,0.99,1.68,0.24,62.1,Loader
Mining,North,Small,18.9,36,106930.91,0.98,90113.14,8.07,-12.93,0.93,1.65,0.1,31.7,Bulldozer
Manufacturing,West,Small,12.8,48,68289.5,0.65,35514.86,-8.9,-1.95,1.73,0.98,0.18,50.3,Loader
Mining,South,Small,7,48,129819.61,0.83,52700.61,-0.23,-28.4,1.25,1.74,0.49,39,Crane
Construction,South,Medium,12,48,135730.2,0.57,58399.15,27.21,13.33,0.55,1.73,0.22,51.8,Crane
Manufacturing,East,Medium,2.4,48,69498.97,0.91,40311.71,26.79,-53.36,0.84,0.76,0.35,32.8,Bulldozer
Energy,West,Medium,15.3,24,91058.67,0.77,41544.38,-6.11,24.21,1.65,1.34,0.39,40.1,Excavator
Construction,South,Small,2.6,48,129840.79,0.99,79642.63,-2.74,18.29,1.32,2.2,0.36,62.1,Bulldozer
Mining,East,Small,8.9,36,99960.77,0.71,51392.05,-9.29,2.45,1.92,1.18,0.25,38.3,Excavator
Construction,South,Large,11.2,36,58165.64,0.6,24787.15,-28.89,-13.33,1.71,1.51,0.27,46.3,Crane
Manufacturing,West,Small,15.2,60,95700.37,0.67,35223.13,15.54,-0.41,0.97,1.58,0.44,45.9,Drill
Transportation,North,Large,10.5,36,74412.15,0.87,40151.12,36.32,-44.35,2.06,1.49,0.37,19.7,Drill
Transportation,West,Small,13.2,36,133245.94,0.83,94987.43,-6.65,20.6,2.11,1.84,0.11,44.5,Loader
Mining,West,Large,9.9,24,118177.96,0.89,82659.74,-12.25,-4.1,0.13,1.97,0.18,27.6,Bulldozer
Mining,South,Small,9.8,36,90587.29,0.54,36665.82,-4.09,37.88,1.22,2.13,0.21,46.3,Bulldozer
Transportation,South,Medium,10.4,12,104264.44,0.79,59723.98,1.28,9.8,0.87,1.34,0.25,41.2,Drill
Mining,West,Small,9.1,36,60756.35,0.97,37419.88,-17.03,5.79,1.04,1.76,0.33,28.8,Excavator
Construction,East,Small,1.6,60,77386.68,0.55,30966.29,-6.88,10.02,0.71,1.92,0.25,28.1,Bulldozer
Energy,East,Small,6.2,60,146598.38,0.55,44034.73,15.22,-24.39,0.64,1.44,0.43,39.3,Excavator
Energy,East,Small,11.2,48,101605.44,0.86,60354.17,1.91,-11.27,1.74,1.14,0.29,64.8,Excavator
Construction,South,Small,8.8,24,127902.57,0.66,56262.52,19.06,3.32,0.5,1.57,0.3,56.2,Excavator
Energy,South,Medium,9.2,60,106960.39,0.83,63389.55,5.47,-7.56,1.26,1.2,0.27,43.6,Excavator
Manufacturing,West,Medium,8.4,12,139428.46,0.77,79980.43,-16.33,-14.41,0.39,1.15,0.22,45.2,Loader
Construction,North,Medium,5.7,12,40034.87,0.99,23404.69,-8.64,-7.06,1.96,1.61,0.39,46,Loader
Mining,South,Medium,7.5,48,94353.47,0.94,70085.45,3.73,1.1,1.22,1.41,0.19,34.7,Drill
Construction,West,Medium,8.5,24,149343.45,0.84,75844.09,-16.84,57.97,1.65,1.59,0.38,33.1,Loader
Transportation,West,Medium,10,24,128685.2,0.63,54213.58,-18.78,-8.13,1.32,0.72,0.31,48.5,Bulldozer
Mining,North,Medium,12,36,139761.17,0.63,73021.64,-17.88,-16.94,1.05,1.41,0.14,34,Loader
Transportation,East,Medium,9.1,12,99797.06,0.94,81515.06,7.74,-3.82,1.24,0.5,0.11,54.4,Bulldozer
Mining,West,Large,4.9,12,83886.81,0.79,54227.82,-5.49,37.54,2.1,0.98,0.17,26.5,Bulldozer
Energy,West,Small,3,12,69185.07,0.89,35084.72,17.74,39.33,0.66,1.46,0.4,31,Excavator
Construction,West,Small,23,12,67092.16,0.72,34390.42,-13.45,48.73,0.1,2.11,0.25,54.2,Drill
Manufacturing,East,Medium,4.4,60,124211.82,0.55,38346.38,-36.86,1.52,0.73,1.77,0.42,37.1,Excavator
Mining,East,Small,7.4,24,115396.33,0.67,51167.13,-1.96,16.04,0.47,1.55,0.3,38.8,Excavator
Mining,North,Large,12.6,36,98002.8,0.58,49726.12,24.71,-26.25,1.78,1.31,0.11,46.5,Loader
Transportation,South,Large,11.8,60,115245.72,0.89,57050.59,0.52,-8.84,1.09,1.37,0.44,51.6,Loader
Energy,East,Small,12.6,24,104273.55,0.85,44283.96,-20.58,-27.88,1.7,2.15,0.47,46.1,Bulldozer
Transportation,South,Small,7.8,48,128866.53,0.54,58988.46,-24.36,11.83,1.22,0.95,0.13,42.9,Loader
Transportation,South,Medium,11.2,12,128580.6,0.81,82365.19,17.97,0.96,1.21,1.14,0.18,48,Loader
Energy,East,Medium,10.3,36,68023.78,0.94,37817.74,-12.11,5.65,1.3,2.03,0.39,44.1,Crane
Manufacturing,West,Small,8.4,24,108209.38,0.85,44391.56,23.13,-21.16,2.09,1.33,0.5,50.9,Bulldozer
Transportation,North,Medium,11.2,48,49934,0.76,20267.52,9.81,21.27,1.31,2.47,0.45,68.6,Bulldozer
Transportation,South,Medium,15.3,12,103990.62,0.66,56165.22,-11.54,-60.18,1.87,1.85,0.14,45.1,Crane
Mining,West,Small,9.9,48,118129.13,0.94,70464.27,17.51,-6.3,1.83,2.08,0.34,31.4,Bulldozer
Energy,East,Small,9.9,48,60588.42,0.71,26475.92,-13.86,-2.67,1.1,0.69,0.37,50.4,Drill
Construction,South,Medium,15.3,60,87506.12,0.93,50779.55,-21.71,-50.54,1.16,2.03,0.35,38.5,Drill
Manufacturing,South,Small,14.8,48,100285.79,0.89,58054.63,-13,9.6,0.97,1.08,0.33,43.4,Crane
Manufacturing,South,Large,17.9,60,107017.45,0.91,75426.95,11.53,-4.33,1.97,1.86,0.22,43.7,Loader
Energy,West,Medium,1.2,60,91641.89,0.99,56331.69,17.07,14.03,0.64,1.32,0.37,34.2,Drill
Mining,West,Medium,14.5,48,64831.36,0.87,33580.9,-5.94,50,0.77,1.61,0.39,36.3,Crane
Mining,West,Large,13,24,98379.78,0.52,33046.1,-28.02,8.12,1.03,0.95,0.33,16.9,Drill
Energy,South,Large,5.6,48,50432.69,0.6,20984.98,-23.35,24.32,0.51,0.64,0.3,39,Excavator
Mining,South,Small,11.3,48,93020.76,0.52,37699.23,-16.01,34.52,0.85,1.58,0.19,45.6,Crane
Manufacturing,North,Small,15.3,24,86758.79,0.59,33786.37,-19.41,12.3,1.88,1.35,0.32,40.1,Bulldozer
Manufacturing,North,Medium,5.9,12,95972.03,0.53,41654.73,3.98,-21.65,1.59,1.05,0.15,35.4,Drill
Construction,West,Medium,12.2,36,83220.34,0.75,52949.91,29.07,-41,0.95,0.66,0.13,43.8,Bulldozer
Energy,West,Small,14.4,12,54769.57,0.51,15926.21,11.94,9.36,1.68,0.5,0.41,30.6,Crane
Transportation,East,Large,4.6,48,89009.7,0.74,40578.8,-16.92,-10.01,2.45,1.76,0.37,29.4,Drill
Transportation,West,Small,9.3,12,127924.6,0.95,74406.8,-10.42,32.09,1.39,1.37,0.36,45.3,Bulldozer
Construction,North,Small,11.5,36,137843.82,0.87,61545.64,-7.49,-11.88,2.05,1.2,0.47,45.8,Loader
Construction,North,Small,6,12,173180.03,0.97,120241.23,5.84,-0.36,1.71,1.61,0.25,45.1,Loader
Mining,North,Medium,5.6,36,150749.51,0.61,65929.04,23.57,-28.98,1.02,2.01,0.26,37,Excavator
Construction,South,Medium,9.3,12,64091.86,0.77,34675.57,-7.01,-8.6,1.32,1.63,0.27,50.9,Crane
Construction,South,Small,14,60,87746.87,0.66,39965.39,23.08,-23.57,1.52,1.28,0.29,28.8,Bulldozer
Transportation,West,Small,13.2,48,99316.43,0.75,49158.38,31.56,-21.29,0.75,2.57,0.31,37,Excavator
Mining,East,Small,5.7,36,97433.2,0.78,42694.93,-5.25,-1.32,0.1,1.18,0.41,47.5,Crane
Construction,East,Medium,13.3,48,102086,0.52,41918.89,-5.63,-15.17,0.7,0.8,0.19,48.6,Loader
Construction,East,Small,5.8,60,172227.74,0.62,74391.8,-5.41,65.73,0.1,1.55,0.27,32.3,Bulldozer
Mining,South,Large,1.9,12,67538.45,0.85,39251.43,0.94,20.9,0.75,1.37,0.3,61.4,Drill
Energy,North,Small,8.2,48,78594.07,0.89,55424.28,-5.37,27.12,0.18,1.97,0.17,38.7,Loader
Mining,North,Large,15.6,12,149314.78,0.78,70914.68,13.26,-2.77,1.73,1.24,0.38,40.9,Drill
Transportation,South,Small,13.3,12,81520.56,0.64,43084.44,-23.23,2.64,0.49,1.42,0.12,49.8,Drill
Energy,East,Medium,10,48,111807.42,0.7,51242.08,-8.02,-10.74,1.53,1.07,0.33,55.5,Bulldozer
Manufacturing,East,Small,7.9,36,131039.72,0.55,56852.43,4.94,65.61,1.66,1.9,0.18,40.6,Bulldozer
Mining,West,Small,8.1,36,114594.97,0.98,96851.37,13.05,-2.72,1.62,1.57,0.1,51.7,Drill
Transportation,West,Large,10.5,48,105752.97,0.93,74778.16,32.93,-15.09,0.1,1.36,0.23,35.4,Excavator
Energy,East,Large,4.7,36,128158.32,0.53,48942.37,-19.34,-18.85,1.87,1.43,0.27,56.7,Drill
Mining,South,Medium,8.3,24,73207.94,0.58,23655.63,-9.78,8.38,1.45,1.49,0.43,40.4,Drill
Construction,East,Medium,8.9,12,85109.11,0.79,48082.11,-34,35.53,1.68,0.78,0.26,43.1,Bulldozer
Mining,West,Medium,3.2,48,116069.13,0.62,37268.49,-16.65,27.17,2.3,2.08,0.47,36.5,Crane
Manufacturing,East,Large,5.8,60,37916.82,0.97,20282.53,-26.53,-18.91,1.68,2.05,0.44,42.2,Loader
Mining,South,Small,12.1,48,142497.51,0.88,98222.47,-7.82,-19.52,0.49,1.52,0.18,32.7,Bulldozer
Energy,North,Medium,10,48,109101.77,0.64,56929.41,-3.43,31.16,1.59,1.47,0.16,39.4,Excavator
